שנה,סעיף תקציבי,כותרת סעיף,גוף נתמך,מספר גוף,סוג גוף,סכום שאושר,סכום שהועבר,כתובת (מגיידסטאר / רשם החברות),עיר,מיקוד
2013,19420233,פעולות תרבות ערבית,אלמנארה - עמותה לקידום אנשים עם מוג,580442697,association,"₪63,018","₪63,018","רח 1000 77 רחוב 1000 מספר 77 ת""ד 11053 נצרת 1621175",נצרת,
2014,19420233,פעולות תרבות ערבית,אלמנארה - עמותה לקידום אנשים עם מוג,580442697,association,"₪54,954","₪54,954","רח 1000 77 רחוב 1000 מספר 77 ת""ד 11053 נצרת 1621175",נצרת,
2012,19420233,,אלמנארה - עמותה לקידום אנשים עם מוג,580442697,association,"₪54,595","₪54,595","רח 1000 77 רחוב 1000 מספר 77 ת""ד 11053 נצרת 1621175",נצרת,
2011,19310373,פעולות תרבות ערבית - תמיכה,אלמנארה - עמותה לקידום אנשים עם מוג,580442697,association,"₪52,160","₪52,160","רח 1000 77 רחוב 1000 מספר 77 ת""ד 11053 נצרת 1621175",נצרת,
2013,19420210,תמיכה בשיפוצי מוסדות,אלמנארה - עמותה לקידום אנשים עם מוג,580442697,association,"₪50,925","₪45,155","רח 1000 77 רחוב 1000 מספר 77 ת""ד 11053 נצרת 1621175",נצרת,
2008,19310373,פעולות תרבות ערבית - תמיכה,אלמנארה - עמותה לקידום אנשים עם מוג,580442697,association,"₪39,219","₪39,219","רח 1000 77 רחוב 1000 מספר 77 ת""ד 11053 נצרת 1621175",נצרת,
2010,19310373,פעולות תרבות ערבית - תמיכה,אלמנארה - עמותה לקידום אנשים עם מוג,580442697,association,"₪37,498","₪37,498","רח 1000 77 רחוב 1000 מספר 77 ת""ד 11053 נצרת 1621175",נצרת,
2009,19310373,פעולות תרבות ערבית - תמיכה,אלמנארה - עמותה לקידום אנשים עם מוג,580442697,association,"₪28,886","₪28,886","רח 1000 77 רחוב 1000 מספר 77 ת""ד 11053 נצרת 1621175",נצרת,
2015,19420233,פעולות תרבות ערבית,אלמעהד אלמוסיקי - אעבלין (ער),580344570,association,"₪218,676","₪218,676",נזיה עואד ת.ד. 79 אעבלין 30012,אעבלין,
2016,19420233,פעולות תרבות ערבית,אלמעהד אלמוסיקי - אעבלין (ער),580344570,association,"₪186,686","₪186,686",נזיה עואד ת.ד. 79 אעבלין 30012,אעבלין,
2014,19420233,פעולות תרבות ערבית,אלמעהד אלמוסיקי - אעבלין (ער),580344570,association,"₪119,375","₪119,375",נזיה עואד ת.ד. 79 אעבלין 30012,אעבלין,
2012,19420233,,אלמעהד אלמוסיקי - אעבלין (ער),580344570,association,"₪117,624","₪117,624",נזיה עואד ת.ד. 79 אעבלין 30012,אעבלין,
2013,19420233,פעולות תרבות ערבית,אלמעהד אלמוסיקי - אעבלין (ער),580344570,association,"₪115,117","₪115,117",נזיה עואד ת.ד. 79 אעבלין 30012,אעבלין,
2011,19310373,פעולות תרבות ערבית - תמיכה,אלמעהד אלמוסיקי - אעבלין (ער),580344570,association,"₪79,481","₪79,481",נזיה עואד ת.ד. 79 אעבלין 30012,אעבלין,
2008,19310373,פעולות תרבות ערבית - תמיכה,אלמעהד אלמוסיקי - אעבלין (ער),580344570,association,"₪68,633","₪68,633",נזיה עואד ת.ד. 79 אעבלין 30012,אעבלין,
2010,19310373,פעולות תרבות ערבית - תמיכה,אלמעהד אלמוסיקי - אעבלין (ער),580344570,association,"₪51,470","₪51,470",נזיה עואד ת.ד. 79 אעבלין 30012,אעבלין,
2012,19420210,,אלמעהד אלמוסיקי - אעבלין (ער),580344570,association,"₪40,450","₪40,450",נזיה עואד ת.ד. 79 אעבלין 30012,אעבלין,
2011,19310340,תמיכה לשיפוצים במוסדות תרבות,אלמעהד אלמוסיקי - אעבלין (ער),580344570,association,"₪40,000","₪40,000",נזיה עואד ת.ד. 79 אעבלין 30012,אעבלין,
2009,19310373,פעולות תרבות ערבית - תמיכה,אלמעהד אלמוסיקי - אעבלין (ער),580344570,association,"₪39,103","₪39,103",נזיה עואד ת.ד. 79 אעבלין 30012,אעבלין,
2008,19310340,תמיכה לשיפוצים במוסדות תרבות,אלסנא (ער),580359594,association,"₪700,000","₪700,000",ת.ד. 5 ספא דבור רח' 109 בית 5 ת.ד 2372 נצרת,נצרת,
2009,19310373,פעולות תרבות ערבית - תמיכה,אלסנא (ער),580359594,association,"₪254,816","₪254,816",ת.ד. 5 ספא דבור רח' 109 בית 5 ת.ד 2372 נצרת,נצרת,
2008,19310373,פעולות תרבות ערבית - תמיכה,אלסנא (ער),580359594,association,"₪225,903","₪225,903",ת.ד. 5 ספא דבור רח' 109 בית 5 ת.ד 2372 נצרת,נצרת,
2011,19310363,חוק הקולנוע,אלסנא (ער),580359594,association,"₪169,244","₪169,244",ת.ד. 5 ספא דבור רח' 109 בית 5 ת.ד 2372 נצרת,נצרת,
2009,19310363,חוק הקולנוע,אלסנא (ער),580359594,association,"₪153,454","₪153,454",ת.ד. 5 ספא דבור רח' 109 בית 5 ת.ד 2372 נצרת,נצרת,
2008,19310363,חוק הקולנוע,אלסנא (ער),580359594,association,"₪153,120","₪153,120",ת.ד. 5 ספא דבור רח' 109 בית 5 ת.ד 2372 נצרת,נצרת,
2013,19420228,חוק הקולנוע,אלסנא (ער),580359594,association,"₪143,001",₪0,ת.ד. 5 ספא דבור רח' 109 בית 5 ת.ד 2372 נצרת,נצרת,
2012,19420228,,אלסנא (ער),580359594,association,"₪129,725","₪83,493",ת.ד. 5 ספא דבור רח' 109 בית 5 ת.ד 2372 נצרת,נצרת,
2013,19420233,פעולות תרבות ערבית,אלסנא (ער),580359594,association,"₪97,885",₪0,ת.ד. 5 ספא דבור רח' 109 בית 5 ת.ד 2372 נצרת,נצרת,
2012,19420233,,אלסנא (ער),580359594,association,"₪92,373",₪0,ת.ד. 5 ספא דבור רח' 109 בית 5 ת.ד 2372 נצרת,נצרת,
2011,19310373,פעולות תרבות ערבית - תמיכה,אלסנא (ער),580359594,association,"₪82,440","₪82,440",ת.ד. 5 ספא דבור רח' 109 בית 5 ת.ד 2372 נצרת,נצרת,
2015,19420233,פעולות תרבות ערבית,אלערביא לתרבות ואמנות (ער),580332047,association,"₪108,981","₪108,981",למיס כנעאנה שכונה מזרחית 712/1 נצרת 16000,נצרת,
2016,19420233,פעולות תרבות ערבית,אלערביא לתרבות ואמנות (ער),580332047,association,"₪106,892","₪106,892",למיס כנעאנה שכונה מזרחית 712/1 נצרת 16000,נצרת,
2011,19310373,פעולות תרבות ערבית - תמיכה,אלערביא לתרבות ואמנות (ער),580332047,association,"₪95,000","₪95,000",למיס כנעאנה שכונה מזרחית 712/1 נצרת 16000,נצרת,
2014,19420233,פעולות תרבות ערבית,אלערביא לתרבות ואמנות (ער),580332047,association,"₪93,362","₪93,362",למיס כנעאנה שכונה מזרחית 712/1 נצרת 16000,נצרת,
2012,19420233,,אלערביא לתרבות ואמנות (ער),580332047,association,"₪89,835","₪89,835",למיס כנעאנה שכונה מזרחית 712/1 נצרת 16000,נצרת,
2013,19420233,פעולות תרבות ערבית,אלערביא לתרבות ואמנות (ער),580332047,association,"₪63,036","₪63,036",למיס כנעאנה שכונה מזרחית 712/1 נצרת 16000,נצרת,
2010,19310373,פעולות תרבות ערבית - תמיכה,אלערביא לתרבות ואמנות (ער),580332047,association,"₪58,578","₪58,578",למיס כנעאנה שכונה מזרחית 712/1 נצרת 16000,נצרת,
2009,19310373,פעולות תרבות ערבית - תמיכה,אלערביא לתרבות ואמנות (ער),580332047,association,"₪56,335","₪56,335",למיס כנעאנה שכונה מזרחית 712/1 נצרת 16000,נצרת,
2008,19310373,פעולות תרבות ערבית - תמיכה,אלערביא לתרבות ואמנות (ער),580332047,association,"₪49,023","₪49,023",למיס כנעאנה שכונה מזרחית 712/1 נצרת 16000,נצרת,
2008,19310332,קבוצות תיאטרון פרוייקטים ויוזמות - תמיכה,אלפה - אשדוד פרוספריטי (ער),580348704,association,"₪62,119","₪62,119",שבזי 8/11ב חנין ינינה אשדוד,ינינה,
2012,19420213,,אם תרצו - ציונות להיות או לחדול (ע,580471662,association,"₪25,000","₪25,000",גנרל קניג פייר 28 ירושלים 9346936,ירושלים,
2012,19420236,,אמנות המשחק לתיאטרון ולקולנוע (ער),580374270,association,"₪500,000","₪500,000","לוינסקי 108 תחנה מרכזית החדשה, קומה 4, יחידה 4007 תל אביב - יפו 6699001",תל אביב - יפו,
2011,19310377,"בתי""ס לאמנות - תמיכה",אמנות המשחק לתיאטרון ולקולנוע (ער),580374270,association,"₪402,743","₪402,743","לוינסקי 108 תחנה מרכזית החדשה, קומה 4, יחידה 4007 תל אביב - יפו 6699001",תל אביב - יפו,
2010,19310377,"בתי""ס לאמנות - תמיכה",אמנות המשחק לתיאטרון ולקולנוע (ער),580374270,association,"₪272,703","₪272,703","לוינסקי 108 תחנה מרכזית החדשה, קומה 4, יחידה 4007 תל אביב - יפו 6699001",תל אביב - יפו,
2009,19310377,"בתי""ס לאמנות - תמיכה",אמנות המשחק לתיאטרון ולקולנוע (ער),580374270,association,"₪253,000","₪253,000","לוינסקי 108 תחנה מרכזית החדשה, קומה 4, יחידה 4007 תל אביב - יפו 6699001",תל אביב - יפו,
2008,19310377,"בתי""ס לאמנות - תמיכה",אמנות המשחק לתיאטרון ולקולנוע (ער),580374270,association,"₪250,000","₪250,000","לוינסקי 108 תחנה מרכזית החדשה, קומה 4, יחידה 4007 תל אביב - יפו 6699001",תל אביב - יפו,
2014,19420207,קבוצות תאטרון,אמנות המשחק לתיאטרון ולקולנוע (ער),580374270,association,"₪104,850","₪104,850","לוינסקי 108 תחנה מרכזית החדשה, קומה 4, יחידה 4007 תל אביב - יפו 6699001",תל אביב - יפו,
2012,19420210,,אמנות המשחק לתיאטרון ולקולנוע (ער),580374270,association,"₪64,000",₪0,"לוינסקי 108 תחנה מרכזית החדשה, קומה 4, יחידה 4007 תל אביב - יפו 6699001",תל אביב - יפו,
2008,19310373,פעולות תרבות ערבית - תמיכה,אמנות למען השלום,580232239,association,"₪781,053","₪781,053",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2015,19420233,פעולות תרבות ערבית,אמנות למען השלום,580232239,association,"₪755,641","₪755,641",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2016,19420233,פעולות תרבות ערבית,אמנות למען השלום,580232239,association,"₪745,969","₪745,969",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2009,19310373,פעולות תרבות ערבית - תמיכה,אמנות למען השלום,580232239,association,"₪692,608","₪692,608",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2011,19310373,פעולות תרבות ערבית - תמיכה,אמנות למען השלום,580232239,association,"₪594,682","₪594,682",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2012,19420233,,אמנות למען השלום,580232239,association,"₪556,620","₪556,620",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2010,19310373,פעולות תרבות ערבית - תמיכה,אמנות למען השלום,580232239,association,"₪494,955","₪494,955",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2013,19420233,פעולות תרבות ערבית,אמנות למען השלום,580232239,association,"₪483,027","₪483,027",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2014,19420233,פעולות תרבות ערבית,אמנות למען השלום,580232239,association,"₪438,660","₪438,660",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2011,19310340,תמיכה לשיפוצים במוסדות תרבות,אמנות למען השלום,580232239,association,"₪400,000","₪400,000",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2009,19310340,תמיכה לשיפוצים במוסדות תרבות,אמנות למען השלום,580232239,association,"₪300,000","₪300,000",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2012,19420210,,אמנות למען השלום,580232239,association,"₪251,061","₪251,061",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2014,19420210,תמיכה בשיפוצי מוסדות,אמנות למען השלום,580232239,association,"₪36,094",₪0,אצל כרם סלים שקור סח'נין 30810,סח'נין,
2016,19420235,תרבות בנגב,אמנות למען השלום,580232239,association,"₪29,051","₪29,051",אצל כרם סלים שקור סח'נין 30810,סח'נין,
2008,19310386,הפצת אמנויות לעם לישובים ברחבי הארץ- תמיכה,אמנות לעם,580016038,association,"₪14,535,000","₪14,535,000","הנצי""ב 16 תל אביב - יפו 6701806",תל אביב - יפו,
2013,19420207,קבוצות תאטרון,אמני פרפורמנס בישראל,580213288,association,"₪490,000","₪490,000",בוגרשוב 80/6 חוני יצחקי תל אביב - יפו,תל אביב - יפו,
2012,19420207,,אמני פרפורמנס בישראל,580213288,association,"₪399,418","₪399,418",בוגרשוב 80/6 חוני יצחקי תל אביב - יפו,תל אביב - יפו,
2014,19420207,קבוצות תאטרון,אמני פרפורמנס בישראל,580213288,association,"₪396,000","₪396,000",בוגרשוב 80/6 חוני יצחקי תל אביב - יפו,תל אביב - יפו,
